id,car_name,brand,model,kilometers_driven,transmision,fuel,color,engine_capacity,price
729,Used Renault Clio 2001,renault,2001,"230,000 KM",Manual,Petrol,Silver,1400,"95,000"
730,Used Renault Logan 1.6L Vision A/T 2021,renault,2021,"50,000 KM",Automatic,Petrol,Gray,1600,"300,000"
731,Used Renault Megane 2020,renault,2020,"43,000 KM",CVT,Petrol,Silver,1200,"650,000"
732,Used Renault Megane 1.6L Vision A/T 2006,renault,2006,"217,000 KM",Automatic,Petrol,Gray,1598,"160,000"
733,Used Renault Lodgy 2016,renault,2016,"170,000 KM",Manual,Petrol,Burgundy,1600,"160,000"
734,New Toyota Hilux 2023,renault,2023,0 KM,Manual,Diesel,White,2400,"99,500"
735,Used Renault Logan Basic 2017,renault,2017,"29,000 KM",Automatic,Petrol,Silver,1600,"210,000"
736,Used Renault Duster 1.6L H2 4x2 2020,renault,2020,"18,000 KM",CVT,Petrol,Blue,1600,"700,000"
737,Used Renault Sandero Stepway 2015,renault,2015,"63,000 KM",Automatic,Petrol,Black,1600,"265,000"
738,Used Renault Logan 4 Door 1.6L Manual 2010,renault,2010,"391,000 KM",Manual,Petrol,Gray,1600,"128,000"
739,Used Renault Sandero Stepway 1600 CC Manual 2013,renault,2013,"63,000 KM",Manual,Petrol,Maroon,1600,"220,000"
740,Used Renault Duster 2018,renault,2018,"106,000 KM",CVT,Petrol,Silver,1600,"410,000"
741,Used Renault Logan 4 Door 1.6L Manual 2010,renault,2010,"390,000 KM",Manual,Petrol,Gray,1600,"130,000"
742,Used Renault Logan 4 Door 1.6L Manual 2010,renault,2010,"390,000 KM",Manual,Petrol,Gray,1600,"135,000"
743,Used Renault Megane 1.6L LE 1999,renault,1999,"280,000 KM",Manual,Petrol,Teal,1600,"78,000"
744,New Renault Sandero 2021,renault,2021,10 KM,Automatic,Petrol,Red,N/A,"375,000"
745,Used Renault Megane 1.6L Vision A/T 2022,renault,2022,"20,000 KM",Automatic,Petrol,Blue,1600,"520,000"
746,Used Renault Logan 2015,renault,2015,"93,000 KM",Manual,Petrol,Blue,1600,"183,000"
747,New Toyota Hilux 2023,renault,2023,0 KM,Manual,Diesel,White,2400,"99,500"
748,Used Renault Logan 2015,renault,2015,"127,000 KM",Manual,Petrol,Silver,1600,"180,000"
749,Used Renault Megane 1.6L E2 A/T 2020,renault,2020,"61,000 KM",Automatic,Petrol,Red,1598,"440,000"
750,Used Renault Duster 2017,renault,2017,"153,000 KM",Manual,Petrol,Black,1600,"280,000"
751,Used Renault Kadjar 2019,renault,2019,"135,000 KM",Automatic,Petrol,White,1300,"520,000"
752,Used Renault Logan E2 A/T 2020,renault,2020,"11,000 KM",Automatic,Petrol,Brown,1600,"320,000"
753,Used Renault Megane 1.6L E3 A/T 2020,renault,2020,"55,000 KM",Automatic,Petrol,Black,1598,"510,000"
754,Used Renault Megane 1.6L Vision A/T 2021,renault,2021,"20,000 KM",Automatic,Petrol,Brown,1598,"510,000"
755,Used Renault Sandero Stepway 1600 CC Manual 2013,renault,2013,"118,000 KM",Manual,Petrol,Silver,1600,"150,000"
756,Used Renault Megane 1.6L Dynamic A/T 2021,renault,2021,"20,000 KM",Automatic,Petrol,Brown,1600,"550,000"
757,Used Renault Kadjar TCe 130 Top 2018,renault,2018,"10,788 KM",Automatic,Petrol,White,1200,"450,000"
758,Used Renault Sandero Stepway Top 2018,renault,2018,"35,000 KM",Automatic,Petrol,Other,1600,"375,000"
759,Used Renault Megane 1.6L PE Basic 2002,renault,2002,"230,000 KM",Automatic,Petrol,Green,1600,"90,000"
760,New Toyota Hilux 2023,renault,2023,0 KM,Manual,Diesel,White,2400,"99,500"
761,Used Renault Logan Mid 2017,renault,2017,"22,000 KM",Automatic,Petrol,Black,1600,"260,000"
762,Used Renault Kadjar TCe 130 Mid 2018,renault,2018,"100,000 KM",Automatic,Petrol,White,1200,"450,000"
763,Used Renault Kadjar TCe 130 Mid 2018,renault,2018,"100,000 KM",Automatic,Petrol,White,1200,"450,000"
764,Used Renault Sandero Stepway Top 2016,renault,2016,"130,000 KM",Automatic,Petrol,Blue,1600,"235,000"
765,Used Renault Sandero Stepway 2019,renault,2019,"17,000 KM",Automatic,Petrol,Black,1600,"350,000"
766,Used Renault Logan Top 2019,renault,2019,"169,999 KM",Automatic,Petrol,Blue,1600,"180,000"
767,Used Renault Fluence 1.6L PE 2016,renault,2016,"237,000 KM",Automatic,Petrol,Black,1600,"250,000"
768,Used Renault Clio 2003,renault,2003,"40,000 KM",Manual,Petrol,Gray,1200,"120,000"
769,Used Renault Sandero Basic 2016,renault,2016,"109,000 KM",Automatic,Petrol,Black,1600,"160,000"
770,Used Renault Duster 2.0L PE 2016,renault,2016,"47,000 KM",Manual,Petrol,Gray,2000,"280,000"
771,Used Renault Logan 4 Door 1.6L Manual 2010,renault,2010,"175,000 KM",Manual,Petrol,Black,1600,"95,000"
772,Used Renault Sandero 1.6L Dynamic 2021,renault,2021,"5,000 KM",Automatic,Petrol,Blue,1600,"300,000"
773,New Toyota Hilux 2023,renault,2023,0 KM,Manual,Diesel,White,2400,"99,500"
774,Used Renault Sandero Stepway Top 2017,renault,2017,"135,000 KM",Automatic,Petrol,Black,1600,"225,000"
775,Used Renault Kadjar 2020,renault,2020,"72,000 KM",Automatic,N/A,Silver,1208,"520,000"
776,Used Renault Logan Basic 2017,renault,2017,"200,000 KM",Automatic,Petrol,Other,1600,"185,000"
777,Used Renault Fluence 1.6L PE 2011,renault,2011,"175,000 KM",CVT,Petrol,Black,1600,"170,000"
778,Used Renault Logan 4 Door 1.6L Manual 2013,renault,2013,"103,000 KM",Manual,Petrol,Red,1600,"110,000"
779,Used Renault Megane 1.6L E3 A/T 2005,renault,2005,"188,000 KM",Automatic,Petrol,Silver,1598,"112,000"
780,Used Renault Clio 2003,renault,2003,"220,000 KM",Manual,Petrol,Gold,1200,"83,000"
781,Used Renault Fluence 1.6L PE 2011,renault,2011,"175,000 KM",CVT,Petrol,Black,1600,"170,000"
782,Used Renault Clio 2003,renault,2003,"200,000 KM",Manual,Petrol,Other,1200,"70,000"
783,Used Renault Kadjar 2019,renault,2019,"50,000 KM",Automatic,Petrol,Silver,1200,"400,000"
784,Used Renault Laguna 2019,renault,2019,"98,000 KM",Automatic,Petrol,Black,1600,"175,000"
785,Used Renault Logan 4 Door 1.6L Automatic 2013,renault,2013,"95,490 KM",Automatic,Petrol,Blue,1600,"125,000"
786,New Toyota Hilux 2023,renault,2023,0 KM,Manual,Diesel,White,2400,"99,500"
787,Used Renault Logan Top 2018,renault,2018,"145,000 KM",Automatic,Petrol,Brown,1600,"170,000"
788,Used Renault Sandero Stepway 2015,renault,2015,"59,000 KM",Automatic,Petrol,Black,1600,"185,000"
789,Used Renault Logan 1.6L Vision A/T 2021,renault,2021,"19,000 KM",Automatic,Petrol,Black,1600,"200,000"
790,Used Renault Sandero Stepway 1600 CC Manual 2013,renault,2013,"145,000 KM",Manual,N/A,Gray,1600,"110,000"
791,Used Renault Laguna 2016,renault,2016,"136,000 KM",Manual,Petrol,Silver,N/A,"140,000"
792,Used Renault Sandero Stepway 1600 CC Manual 2013,renault,2013,"142,000 KM",Manual,Petrol,Gray,1600,"110,000"
793,Used Renault Megane 1.6L PE Basic 2007,renault,2007,"240,000 KM",Automatic,Petrol,Gray,1600,"390,000"
794,Used Renault Fluence 1.6L LE 2011,renault,2011,"130,000 KM",CVT,Petrol,Bronze,1600,"170,000"
795,Used Renault Fluence 1.6L PE 2013,renault,2013,"180,000 KM",CVT,Petrol,Black,1600,"165,000"
796,Used Renault Clio 2 Door 2.0L 2001,renault,2001,"170,000 KM",Manual,Petrol,Gray,1400,"60,000"
797,Used Renault Logan 4 Door 1.6L Manual 2013,renault,2013,"90,000 KM",Manual,Petrol,Red,1600,"95,000"
798,Used Renault Logan 4 Door 1.6L Manual 2013,renault,2013,"90,000 KM",Manual,Petrol,Red,1600,"95,000"
799,New Toyota Hilux 2023,renault,2023,0 KM,Manual,Diesel,White,2400,"99,500"
800,Used Renault Logan Basic 2010,renault,2010,"260,000 KM",Manual,Petrol,Black,1600,"90,000"
801,Used Renault Logan Basic 2016,renault,2016,"100,000 KM",Manual,Petrol,Black,1600,"112,000"
802,Used Renault Fluence 1.6L SE 2011,renault,2011,"190,000 KM",Automatic,Petrol,Black,1600,"170,000"
803,Used Renault Duster 2.0L SE (4x4) 2017,renault,2017,"192,999 KM",Manual,Petrol,White,1600,"210,000"
804,Used Renault Laguna 2011,renault,2011,"290,000 KM",Manual,Petrol,Gray,N/A,"85,000"
805,Used Renault Lodgy Dynamic Plus 2016,renault,2016,"112,000 KM",Automatic,Petrol,Black,1600,"155,000"
806,Used Renault Kadjar 2019,renault,2019,"53,000 KM",Automatic,Petrol,Red,N/A,"360,000"
807,Used Renault Logan 4 Door 1.6L Manual 2011,renault,2011,"260,000 KM",Manual,Petrol,Gray,1600,"80,000"
808,Used Renault Megane 1.6L E3 A/T 2021,renault,2021,"40,000 KM",Automatic,Petrol,Silver,1598,"325,000"
809,Used Renault Logan Basic 2010,renault,2010,"160,400 KM",Manual,Petrol,Red,1600,"90,000"
810,Used Renault Fluence 1.6L PE 2016,renault,2016,"65,000 KM",Automatic,Petrol,Red,1600,"210,000"
811,Used Renault Logan Basic 2016,renault,2016,"160,000 KM",Automatic,Petrol,Red,1600,"130,000"
812,New Toyota Hilux 2023,renault,2023,0 KM,Manual,Diesel,White,2400,"99,500"
813,Used Renault Clio 2002,renault,2002,"153,000 KM",Manual,Petrol,Black,1200,"53,000"
814,Used Renault Captur 1.2L LE 2017,renault,2017,"102,000 KM",Automatic,Petrol,Black,1199,"230,000"
815,Used Renault Logan 2011,renault,2011,"106,999 KM",Manual,Diesel,Other,1600,"84,999"
816,Used Renault Logan 4 Door 1.6L Manual 2013,renault,2013,"80,000 KM",Manual,Petrol,Red,1600,"105,000"
817,Used Renault Sandero Stepway 1600 CC Manual 2013,renault,2013,"15,000 KM",Manual,Petrol,Burgundy,1600,"140,000"
818,Used Renault Sandero Stepway 1600 CC Manual 2013,renault,2013,"288,000 KM",Manual,Petrol,Silver,1600,"110,000"
819,New Renault Kadjar 2019,renault,2019,"35,000 KM",Automatic,Petrol,Red,1200,"335,000"
820,Used Renault Fluence 1.6L PE 2014,renault,2014,"96,000 KM",CVT,Petrol,Black,1600,"190,000"
821,Used Renault Megane 5 Door 1.6L Manual 1999,renault,1999,"30,000 KM",Manual,Petrol,Red,1600,"60,000"
822,Used Renault Logan 2015,renault,2015,"96,500 KM",Automatic,Petrol,Black,1500,"135,000"
823,Used Renault Clio 2002,renault,2002,"200,000 KM",Manual,Petrol,Green,1200,"60,000"
824,Used Renault Sandero Stepway 1600 CC Manual 2013,renault,2013,"130,000 KM",Manual,N/A,Red,1600,"125,000"
825,New Toyota Hilux 2023,renault,2023,0 KM,Manual,Diesel,White,2400,"99,500"
826,Used Renault Sandero Stepway 2015,renault,2015,"158,000 KM",Manual,Petrol,Burgundy,1600,"137,000"
827,Used Renault Megane 1.6L E2+ A/T 2020,renault,2020,"10,350 KM",CVT,Petrol,Blue,1598,"310,000"
828,Used Renault Captur 2017,renault,2017,"325,000 KM",Automatic,Petrol,Other,1200,"180,000"
829,Used Renault Sandero 2014,renault,2014,"82,000 KM",Automatic,N/A,Gray,1600,"137,000"
830,Used Renault Duster 2015,renault,2015,"245,600 KM",Manual,Petrol,Black,1600,"350,000"
831,Used Renault Logan Basic 2016,renault,2016,"149,400 KM",Automatic,Petrol,Bronze,1600,"125,000"
832,Used Renault Logan Mid 2016,renault,2016,"81,000 KM",Automatic,Petrol,Gray,1600,"150,000"
833,Used Renault Logan 4 Door 1.6L Manual 2013,renault,2013,"130,000 KM",Manual,Petrol,Gray,1600,"120,000"
834,Used Renault Sandero SE 2014,renault,2014,"85,000 KM",Automatic,Petrol,Red,1600,"133,000"
835,Used Renault Captur 1.2L LE 2017,renault,2017,"40,000 KM",Automatic,Petrol,Orange,1199,"240,000"
836,Used Renault Kadjar 2018,renault,2018,"49,000 KM",Automatic,N/A,White,1300,"345,000"
837,Used Renault Duster 2.0L PE 2016,renault,2016,"40,000 KM",Automatic,Petrol,White,2000,"190,000"
838,New Toyota Hilux 2023,renault,2023,0 KM,Manual,Diesel,White,2400,"99,500"
839,Used Renault Fluence 1.6L PE 2016,renault,2016,"125,000 KM",Automatic,Petrol,Red,1600,"210,000"
840,Used Renault Kadjar 2018,renault,2018,"82,000 KM",Automatic,Petrol,Other,N/A,"325,000"
841,Used Renault Sandero 2014,renault,2014,"125,000 KM",Automatic,Petrol,Red,N/A,"130,000"
842,Used Renault Fluence 1.6L PE 2014,renault,2014,"103,000 KM",CVT,Petrol,White,1600,"210,000"
843,Used Renault Sandero 2014,renault,2014,"125,000 KM",Automatic,Petrol,Red,1400,"130,000"
844,Used Renault Logan 2014,renault,2014,"45,000 KM",Manual,Petrol,Gray,1600,"105,000"
845,Used Renault Megane 1.6L E2 A/T 2006,renault,2006,"176,000 KM",Automatic,Petrol,Pink,1598,"95,000"
846,Used Renault Logan Top 2016,renault,2016,"85,000 KM",Automatic,Petrol,Gold,1600,"140,000"
847,Used Renault Megane 5 Door 1.6L Automatic 2001,renault,2001,"190,000 KM",Automatic,Petrol,Silver,1600,"70,000"
848,Used Renault Fluence 1.6L PE 2014,renault,2014,"66,000 KM",Automatic,Petrol,Gray,1600,"200,000"
849,New Renault Kadjar TCe 130 Top 2017,renault,2017,"16,000 KM",Automatic,Petrol,Brown,1200,"380,000"
850,Used Renault Sandero Stepway Top 2020,renault,2020,"3,066 KM",Automatic,Petrol,Brown,1600,"235,000"
851,New Toyota Hilux 2023,renault,2023,0 KM,Manual,Diesel,White,2400,"99,500"
852,Used Renault Fluence 2015,renault,2015,"165,000 KM",Automatic,Petrol,White,1600,"180,000"
853,Used Renault Fluence 2014,renault,2014,"172,000 KM",Automatic,Petrol,Other,1600,"190,000"
854,Used Renault Logan 4 Door 1.6L Manual 2009,renault,2009,"283,000 KM",Manual,Petrol,Red,1600,"72,000"
855,Used Renault Logan Top 2016,renault,2016,65 KM,Manual,Petrol,Black,1600,"130,000"
856,Used Renault Fluence 1.6L SE 2010,renault,2010,"95,000 KM",CVT,Petrol,Gold,1600,"160,000"
857,Used Renault Logan Mid 2017,renault,2017,"185,000 KM",Automatic,Petrol,Blue,1600,"150,000"
858,Used Renault Sandero Basic 2011,renault,2011,115 KM,Manual,Petrol,Gray,1600,"120,000"
859,Used Renault Sandero Stepway 2015,renault,2015,"140,000 KM",Manual,Petrol,Black,1600,"138,000"
860,Used Renault Logan E2 M/T 2011,renault,2011,"270,000 KM",Manual,Petrol,Red,1600,"90,000"
861,Used Renault Megane 2008,renault,2008,"215,000 KM",Automatic,Petrol,Black,1600,"120,000"
862,Used Renault Logan Basic 2017,renault,2017,"180,000 KM",Automatic,Petrol,Silver,1600,"140,000"
863,Used Renault Logan Basic 2017,renault,2017,"180,000 KM",Automatic,Petrol,Silver,1600,"140,000"
864,New Toyota Hilux 2023,renault,2023,0 KM,Manual,Diesel,White,2400,"99,500"
865,New Renault Logan E3 A/T 2020,renault,2020,"8,000 KM",Automatic,Petrol,Red,1600,"195,000"
866,Used Renault Sandero Stepway 2013,renault,2013,"80,000 KM",Manual,N/A,Gray,1600,"130,000"
867,Used Renault Fluence 1.6L PE 2014,renault,2014,"180,000 KM",CVT,Petrol,Gold,1600,"185,000"
868,Used Renault Logan SE 2014,renault,2014,"214,000 KM",Manual,Petrol,Red,1600,"105,000"
869,Used Renault Clio 2003,renault,2003,"140,000 KM",Manual,N/A,Other,N/A,"75,000"
870,Used Renault Fluence 1.6L PE 2016,renault,2016,"111,000 KM",Automatic,Petrol,Black,1600,"185,000"
871,Used Renault Sandero Stepway 1600 CC Manual 2012,renault,2012,"174,000 KM",Manual,N/A,Silver,1600,"118,000"
872,Used Renault Kadjar 1.2T Signature 2018,renault,2018,"49,000 KM",Automatic,Petrol,Gray,1200,"340,000"
873,Used Renault Megane 1.6L LE 2001,renault,2001,170 KM,Automatic,Petrol,Gold,1598,"70,000"
874,Used Renault Captur 1997,renault,1997,"10,000 KM",Manual,Petrol,Red,1300,"37,000"
875,Used Renault Megane 5 Door 1.6L Automatic 2009,renault,2009,"133,000 KM",Automatic,Petrol,Gold,1600,"120,000"
876,Used Renault Fluence 1.6L LE 2015,renault,2015,84 KM,Automatic,Petrol,Gray,1600,"175,000"
877,New Toyota Hilux 2023,renault,2023,0 KM,Manual,Diesel,White,2400,"99,500"
878,Used Renault Captur 1.3T (130 HP) 2017,renault,2017,"78,000 KM",Automatic,Petrol,Orange,1300,"245,000"
879,Used Renault Logan 4 Door 1.6L Automatic 2017,renault,2017,"65,000 KM",Automatic,Petrol,Black,1600,"162,500"
880,Used Renault Megane 2016,renault,2016,"77,000 KM",CVT,Petrol,Black,1600,"215,000"
881,Used Renault Clio 2 Door 2.0L 2001,renault,2001,"172,500 KM",Manual,Petrol,Red,1400,"52,500"
882,Used Renault Laguna 2017,renault,2017,"66,000 KM",Automatic,Petrol,Blue,N/A,"160,000"
883,Used Renault Duster 2019,renault,2019,"50,000 KM",Automatic,Petrol,Blue,1600,"265,000"
884,Used Renault Clio 2001,renault,2001,"172,000 KM",Manual,Petrol,Red,1400,"55,000"
885,Used Renault Sandero Basic 2017,renault,2017,"102,000 KM",Automatic,Petrol,Red,1600,"160,000"
886,Used Renault Laguna 2016,renault,2016,"150,000 KM",Automatic,Petrol,Silver,1600,"145,000"
887,New Renault Sandero Basic 2018,renault,2018,"90,000 KM",Automatic,Petrol,Gray,1600,"180,000"
888,Used Renault Captur 1.2L LE 2017,renault,2017,"68,000 KM",Automatic,Petrol,Blue,1199,"235,000"
889,Used Renault Duster 2.0L PE (4x2) 2012,renault,2012,"140,000 KM",Manual,Petrol,Gold,1998,"175,000"
890,New Toyota Hilux 2023,renault,2023,0 KM,Manual,Diesel,White,2400,"99,500"
891,Used Renault Clio 2003,renault,2003,"260,000 KM",Manual,Petrol,Green,1200,"73,000"
892,Used Renault Logan E3 A/T 2020,renault,2020,"12,000 KM",Automatic,Petrol,Blue,1600,"195,000"
893,Used Kia Forte 2012,kia,2012,"118,000 KM",Automatic,N/A,White,N/A,"280,000"
894,Used Kia Sportage 1.6L LX (FWD) Highline Plus 2012,kia,2012,"150,000 KM",Automatic,Petrol,Gray,1600,"775,000"
895,Used Kia Picanto 1.2L Mid Option 2013,kia,2013,"103,000 KM",Automatic,Petrol,Black,1248,"385,000"
896,New Toyota Hilux 2023,kia,2023,0 KM,Manual,Diesel,White,2400,"99,500"
897,Used Kia Cerato 1.6L Sedan 2013,kia,2013,"125,000 KM",Automatic,Petrol,White,1600,"370,000"
898,Used Kia Cerato 1.6L Sedan 2018,kia,2018,"63,000 KM",Automatic,Petrol,Silver,1600,"800,000"
899,Used Kia Sportage 1.6L LX (FWD) Highline Plus 2021,kia,2021,"98,000 KM",Automatic,Petrol,Red,1600,"1,330,000"
900,New Kia Rio 2016,kia,2016,"86,000 KM",Automatic,Petrol,Silver,1600,"370,000"
901,Used Kia Cerato 1.6L Sedan 2016,kia,2016,"81,000 KM",Automatic,Petrol,Other,1600,"685,000"
902,Used Kia Picanto 1.2L LX 2012,kia,2012,"100,000 KM",Automatic,Petrol,Burgundy,1248,"405,000"
903,Used Kia Grand Cerato 2021,kia,2021,"45,000 KM",Automatic,Petrol,White,N/A,"770,000"
904,Used Kia Soul 1.6L MPI A/T 2017,kia,2017,"40,000 KM",Automatic,Petrol,Gray,1600,"839,998"
905,Used Kia Cerato 1.6L MPI Highline 2017,kia,2017,"93,000 KM",Automatic,Petrol,Silver,1600,"750,000"
906,Used Kia Sportage 1.6T-GDI EX (AWD) 2021,kia,2021,"84,000 KM",Automatic,Petrol,Black,1600,"1,250,000"
907,Used Kia Sportage 1.6L LX (FWD) Highline Plus 2021,kia,2021,"35,000 KM",Automatic,Petrol,Blue,1600,"1,470,000"
908,Used Kia Sportage 2.0L MPI LX (FWD) 2017,kia,2017,"140,000 KM",Automatic,Petrol,Gray,2000,"1,165,000"
909,New Toyota Hilux 2023,kia,2023,0 KM,Manual,Diesel,White,2400,"99,500"
910,Used Kia Cee'd 1.6L Basic 2016,kia,2016,"135,000 KM",Automatic,Petrol,White,1600,"590,000"
911,Used Kia Sportage 1.6L LX (FWD) 2018,kia,2018,"65,000 KM",Automatic,Petrol,Silver,1600,"1,100,000"
912,Used Kia Cerato 2013,kia,2013,"290,000 KM",Automatic,Petrol,Black,1500,"400,000"
913,Used Kia Sportage 1.6T-GDI LX (AWD) 2022,kia,2022,"15,000 KM",Automatic,Petrol,Silver,1600,"1,400,000"
914,Used Kia Sportage 1.6L LX (FWD) Full Option 2020,kia,2020,"87,000 KM",Automatic,Petrol,Gray,1600,"1,360,000"
915,Used Kia Sportage 1.6L LX (FWD) Topline Plus 2020,kia,2020,"75,000 KM",Automatic,Petrol,White,1600,"1,460,000"
916,Used Kia Sportage 2015,kia,2015,"170,000 KM",Automatic,Petrol,Brown,N/A,"850,000"
917,Used Kia Cerato 1.6L Sedan 2013,kia,2013,"200,000 KM",Automatic,Petrol,White,1600,"500,000"
918,Used Kia XCeed 1.5 A/T Highline 2022,kia,2022,"34,000 KM",Automatic,Petrol,Gold,1500,"1,160,000"
919,Used Kia Cerato 1.6L EX 2013,kia,2013,"158,000 KM",Automatic,Petrol,Black,1591,"650,000"
920,Used Kia Cerato 1.6L LX 2016,kia,2016,"200,000 KM",Automatic,Petrol,Black,1600,"580,000"
921,Used Kia Soul 1.6L MPI M/T 2018,kia,2018,"73,000 KM",Automatic,Petrol,Black,1600,"580,000"
922,New Toyota Hilux 2023,kia,2023,0 KM,Manual,Diesel,White,2400,"99,500"
923,Used Kia Grand Cerato 1.6L LX Full Option 2021,kia,2021,"85,000 KM",Automatic,Petrol,Black,1600,"950,000"
924,Used Kia Sportage 1.6L LX (FWD) Full Option 2017,kia,2017,"122,000 KM",Automatic,Petrol,Black,1600,"990,000"
925,Used Kia Cerato 1.6L MPI Highline 2012,kia,2012,"215,000 KM",Automatic,Petrol,Gray,1600,"460,000"
926,Used Kia Cerato 1.6L MPI Highline 2014,kia,2014,"140,000 KM",Automatic,Petrol,Other,1600,"600,000"
927,Used Kia Sportage 1.6L LX FWD 2015,kia,2015,"80,000 KM",Automatic,Petrol,Gray,1600,"1,100,000"
928,Used Kia Sportage 1.6T-GDI GT (AWD) 2023,kia,2023,"5,000 KM",Automatic,Petrol,Black,1600,"1,750,000"
929,Used Kia Sportage 1.6T-GDI EX (AWD) 2020,kia,2020,"75,000 KM",Automatic,Petrol,Beige,1600,"1,250,000"
930,Used Kia Pegas 1.4L EX 2011,kia,2011,"170,000 KM",Automatic,Petrol,Gray,1100,"350,000"
931,Used Kia Cerato 2013,kia,2013,"120,000 KM",Automatic,N/A,White,N/A,"525,000"
932,Used Kia Cerato 1.6L EX 2013,kia,2013,"120,000 KM",Automatic,Petrol,White,1591,"525,000"
933,Used Kia Sportage 2019,kia,2019,"45,000 KM",Automatic,Petrol,Silver,N/A,"1,250,000"
934,Used Kia Rio 5 Door Hatchback 1.4L 2013,kia,2013,"136,000 KM",Automatic,Petrol,Silver,1400,"420,000"
935,New Toyota Hilux 2023,kia,2023,0 KM,Manual,Diesel,White,2400,"99,500"
936,Used Kia Sportage 1.6T-GDI LX (AWD) 2022,kia,2022,54 KM,Automatic,Petrol,Red,1598,"1,400,000"
937,Used Kia Cerato 4 Door Sedan 1.6L 2004,kia,2004,"150,000 KM",Automatic,Petrol,Black,1600,"360,000"
938,Used Kia Cerato 4 Door Sedan 1.6L 2010,kia,2010,"136,000 KM",Automatic,Petrol,Bronze,1600,"270,000"
939,Used Kia Sportage 2017,kia,2017,"110,000 KM",Automatic,Petrol,Black,1600,"1,150,000"
940,Used Kia Morning 2014,kia,2014,"120,000 KM",Automatic,N/A,Maroon,N/A,"300,000"
941,Used Kia Sportage 4 Door 2.4L 2022,kia,2022,"26,000 KM",Automatic,Petrol,Gray,2400,"1,880,000"
942,New Kia Seltos 1.6L 2022,kia,2022,0 KM,Automatic,Petrol,White,1600,"1,400,000"
943,Used Kia Soul 2009,kia,2009,209 KM,Automatic,Petrol,Beige,1600,"450,000"
944,Used Kia Carens 1.6 EX 2015,kia,2015,"138,500 KM",Automatic,Petrol,Gray,1591,"650,000"
945,Used Kia Sportage 2022,kia,2022,"27,000 KM",Automatic,Petrol,White,1600,"1,350,000"
946,Used Kia Soul 5 Door 1.6L EX 2011,kia,2011,"220,000 KM",Automatic,Petrol,Black,1600,"505,000"
947,Used Kia Rio 4 Door Sedan 1.4L 2002,kia,2002,"150,000 KM",Automatic,Petrol,Blue,1400,"165,000"
948,New Toyota Hilux 2023,kia,2023,0 KM,Manual,Diesel,White,2400,"99,500"
949,Used Kia Cerato 4 Door Sedan 1.6L 2011,kia,2011,"250,000 KM",Automatic,Petrol,Red,1600,"320,000"
950,Used Kia Sportage 2022,kia,2022,"17,000 KM",Automatic,Petrol,White,1600,"1,750,000"
951,Used Kia Cerato 4 Door Sedan 1.6L 2010,kia,2010,"80,000 KM",Automatic,Petrol,Bronze,1600,"275,000"
952,Used Kia Cerato 4 Door Sedan 1.6L 2004,kia,2004,"207,000 KM",Automatic,Petrol,Other,1600,"300,000"
953,Used Kia Cerato 4 Door Sedan 1.6L 2012,kia,2012,"126,000 KM",Automatic,Petrol,Gray,1600,"430,000"
954,Used Kia Forte 2011,kia,2011,"80,000 KM",Automatic,Petrol,White,N/A,"550,000"
955,Used Kia Koup 2 Door 2.0L 2011,kia,2011,"160,000 KM",Automatic,Petrol,Gray,1600,"400,000"
956,Used Kia Sportage 2021,kia,2021,"35,000 KM",Automatic,Petrol,Blue,1600,"880,000"
957,Used Kia Cerato 4 Door Sedan 1.6L 2018,kia,2018,"100,000 KM",Automatic,Petrol,Blue,1600,"690,000"
958,Used Kia Cerato 4 Door Sedan 1.6L 2018,kia,2018,"168,000 KM",Automatic,Petrol,Black,1600,"650,000"
