id,car_name,brand,model,kilometers_driven,transmision,fuel,color,engine_capacity,price
1404,Used Mitsubishi Attrage 2014,mitsubishi,2014,"180,000 KM",Automatic,Petrol,Red,1100,"170,000"
1405,Used Mitsubishi Lancer 1.6L GLX 1998,mitsubishi,1998,"90,000 KM",Automatic,Petrol,Red,1500,"135,000"
1406,Used Mitsubishi Lancer 1.6L GLX 2014,mitsubishi,2014,"143,000 KM",Automatic,Petrol,Silver,1600,"365,000"
1407,Used Mitsubishi Lancer 1.6L GLX 2007,mitsubishi,2007,"200,000 KM",Automatic,Petrol,Silver,1600,"235,000"
1408,New Toyota Hilux 2023,mitsubishi,2023,0 KM,Manual,Diesel,White,2400,"99,500"
1409,Used Mitsubishi Lancer 2016,mitsubishi,2016,"165,000 KM",Automatic,Petrol,White,1600,"300,000"
1410,Used Mitsubishi Pajero 3.8L 5 Door 2014,mitsubishi,2014,"210,000 KM",Automatic,Petrol,Gray,3800,"750,000"
1411,Used Mitsubishi 4th Generation Pajero 2016,mitsubishi,2016,"98,000 KM",Automatic,Petrol,Burgundy,3800,"1,150,000"
1412,Used Mitsubishi Lancer EX 2015,mitsubishi,2015,"272,000 KM",Automatic,Petrol,Bronze,1600,"365,000"
1413,Used Mitsubishi Lancer EX 2015,mitsubishi,2015,"98,000 KM",N/A,Petrol,Red,1600,"315,000"
1414,Used Mitsubishi Lancer 1.6L 2008,mitsubishi,2008,"120,000 KM",Manual,Petrol,Burgundy,1600,"180,000"
1415,Used Mitsubishi Lancer 1.3L Automatic 2013,mitsubishi,2013,"166,000 KM",Automatic,Petrol,Silver,1300,"5,000"
1416,Used Mitsubishi Lancer 1.3L Manual 1998,mitsubishi,1998,"250,000 KM",Manual,Petrol,Green,1300,"85,000"
1417,Used Mitsubishi Lancer 1.3L Manual 1998,mitsubishi,1998,"250,000 KM",Manual,Petrol,Green,1300,"90,000"
1418,Used Mitsubishi Lancer 2008,mitsubishi,2008,"170,000 KM",Manual,Petrol,Blue,1600,"200,000"
1419,Used Mitsubishi Lancer 1.3L Manual 1997,mitsubishi,1997,"97,000 KM",Manual,Petrol,Silver,1300,"80,000"
1420,Used Mitsubishi Attrage 2014,mitsubishi,2014,"109,000 KM",Automatic,Petrol,Silver,1200,"148,000"
1421,New Toyota Hilux 2023,mitsubishi,2023,0 KM,Manual,Diesel,White,2400,"99,500"
1422,Used Mitsubishi Lancer 1.6L 1998,mitsubishi,1998,"200,000 KM",Manual,Petrol,Gray,1600,"85,000"
1423,Used Mitsubishi Lancer EX 1.6L GLX 2012,mitsubishi,2012,"250,000 KM",Automatic,Petrol,Gray,1600,"220,000"
1424,Used Mitsubishi Lancer 1.6L GLX 2006,mitsubishi,2006,"203,000 KM",Automatic,Petrol,Silver,1600,"180,000"
1425,Used Mitsubishi Lancer 1.6L GLX 2006,mitsubishi,2006,"203,000 KM",Automatic,Petrol,Silver,1600,"180,000"
1426,Used Mitsubishi Lancer 1.3L Manual 1998,mitsubishi,1998,"280,000 KM",Manual,Petrol,Silver,1300,"82,000"
1427,Used Mitsubishi Eclipse 2018,mitsubishi,2018,"135,000 KM",Automatic,Petrol,Silver,1500,"340,000"
1428,Used Mitsubishi Lancer 2016,mitsubishi,2016,"219,999 KM",Automatic,Petrol,Black,1600,"243,000"
1429,Used Mitsubishi Pajero Sport 2007,mitsubishi,2007,"220,000 KM",Automatic,Petrol,Silver,3,"400,000"
1430,Used Mitsubishi Lancer 1.3L Manual 1990,mitsubishi,1990,"200,000 KM",Manual,Petrol,Red,1300,"42,000"
1431,Used Mitsubishi Attrage 2015,mitsubishi,2015,"86,000 KM",Automatic,Petrol,Gray,1200,"350,000"
1432,Used Mitsubishi Lancer 2017,mitsubishi,2017,"95,000 KM",Automatic,Petrol,Gold,N/A,"195,000"
1433,New Mitsubishi Lancer 2016,mitsubishi,2016,"92,000 KM",Automatic,Petrol,Red,1600,"230,000"
1434,New Toyota Hilux 2023,mitsubishi,2023,0 KM,Manual,Diesel,White,2400,"99,500"
1435,New Mitsubishi Lancer 2016,mitsubishi,2016,"160,000 KM",Automatic,Petrol,Red,1600,"205,000"
1436,Used Mitsubishi Lancer EX 1.6L GLX 2016,mitsubishi,2016,"63,000 KM",Automatic,Petrol,Red,1600,"250,000"
1437,Used Mitsubishi Pajero Sport 2012,mitsubishi,2012,"170,000 KM",Automatic,Petrol,Black,3800,"580,000"
1438,Used Mitsubishi Pajero 3.0L GL 5 Door 2003,mitsubishi,2003,"300,000 KM",Automatic,Petrol,White,2972,"250,000"
1439,Used Mitsubishi Lancer 1.3L Manual 2008,mitsubishi,2008,"261,000 KM",Manual,Petrol,Silver,1300,"120,000"
1440,Used Mitsubishi Lancer EX 1.6L GLX 2016,mitsubishi,2016,"55,000 KM",Automatic,Petrol,Red,1600,"250,000"
1441,New Mitsubishi Mirage 2015,mitsubishi,2015,"50,000 KM",Automatic,Petrol,Red,1200,"120,000"
1442,Used Mitsubishi Lancer EX 1.6L GLS 2018,mitsubishi,2018,"131,000 KM",Automatic,Petrol,Red,1590,"250,000"
1443,Used Mitsubishi Eclipse Cross 2018,mitsubishi,2018,"130,000 KM",CVT,Petrol,Blue,1499,"320,000"
1444,Used Mitsubishi Lancer Fortis 2016,mitsubishi,2016,"57,000 KM",Automatic,Petrol,Gray,1600,"225,000"
1445,Used Mitsubishi Lancer 1.6L 2007,mitsubishi,2007,"96,000 KM",Manual,Petrol,Silver,1600,"130,000"
1446,Used Mitsubishi Lancer 1.6L 1993,mitsubishi,1993,"155,000 KM",Automatic,Petrol,Red,1600,"65,000"
1447,New Toyota Hilux 2023,mitsubishi,2023,0 KM,Manual,Diesel,White,2400,"99,500"
1448,Used Mitsubishi Lancer 1.3L Manual 2006,mitsubishi,2006,"200,000 KM",Manual,Petrol,Silver,1300,"110,000"
1449,Used Mitsubishi Lancer EX 2014,mitsubishi,2014,"133,000 KM",Automatic,Petrol,Black,1600,"187,000"
1450,Used Mitsubishi Lancer 1.3L Manual 2001,mitsubishi,2001,"160,000 KM",Manual,Petrol,Green,1300,"107,000"
1451,Used Mitsubishi Lancer 1.3L Automatic 2007,mitsubishi,2007,"200,000 KM",Automatic,Petrol,Gray,1300,"138,000"
1452,Used Mitsubishi Lancer 1.6L GLX 2009,mitsubishi,2009,"99,000 KM",Automatic,Petrol,Bronze,1600,"165,000"
1453,Used Mitsubishi Lancer 1.6L GLX 2009,mitsubishi,2009,"99,000 KM",Automatic,Petrol,Bronze,1600,"165,000"
1454,Used Mitsubishi Lancer 1.6L 2009,mitsubishi,2009,"99,000 KM",Manual,Petrol,Bronze,1600,"165,000"
1455,Used Mitsubishi Pajero 2006,mitsubishi,2006,"1,999 KM",Automatic,Petrol,Blue,N/A,"350,000"
1456,Used Mitsubishi Lancer 1.3L Automatic 2007,mitsubishi,2007,"145,000 KM",Automatic,Petrol,Blue,1600,"125,000"
1457,Used Mitsubishi L200 2.4L Single Cab GL (2WD) 1999,mitsubishi,1999,"1,234,567 KM",Manual,Diesel,White,2351,"60,000"
1458,Used Mitsubishi Lancer 1.3L Manual 1998,mitsubishi,1998,"180,000 KM",Manual,Petrol,Black,1300,"72,000"
1459,Used Mitsubishi Lancer 1.3L Automatic 2007,mitsubishi,2007,"210,000 KM",Automatic,Petrol,Black,1300,"120,000"
1460,New Toyota Hilux 2023,mitsubishi,2023,0 KM,Manual,Diesel,White,2400,"99,500"
1461,Used Mitsubishi Lancer 1.3L Manual 1997,mitsubishi,1997,"350,000 KM",Manual,Petrol,Green,1500,"68,000"
1462,Used Mitsubishi Attrage 2014,mitsubishi,2014,"37,000 KM",Automatic,Petrol,Red,1200,"140,000"
1463,Used Mitsubishi Attrage 2014,mitsubishi,2014,"140,000 KM",Automatic,Petrol,Silver,N/A,"130,000"
1464,Used Mitsubishi Lancer EX 1.6L GLX 2016,mitsubishi,2016,"38,000 KM",Automatic,Petrol,Red,N/A,"240,000"
1465,Used Mitsubishi Lancer 1.3L Manual 1998,mitsubishi,1998,"247,063 KM",Manual,Petrol,Red,1300,"70,000"
1466,Used Mitsubishi Lancer EX 2015,mitsubishi,2015,"57,000 KM",Automatic,Petrol,Gray,N/A,"222,000"
1467,Used Mitsubishi Eclipse Cross 2018,mitsubishi,2018,"85,000 KM",Automatic,Petrol,Brown,1500,"285,000"
1468,Used Mitsubishi Lancer 2015,mitsubishi,2015,"73,000 KM",N/A,Petrol,Silver,N/A,"210,000"
1469,Used Mitsubishi Lancer 2016,mitsubishi,2016,"79,000 KM",Automatic,N/A,Silver,1600,"205,000"
1470,Used Mitsubishi Lancer 1.3L Manual 1999,mitsubishi,1999,"200,000 KM",Manual,Petrol,Silver,1300,"79,997"
1471,Used Mitsubishi Lancer 1.3L Automatic 2008,mitsubishi,2008,124 KM,Automatic,Petrol,Gray,1300,"163,000"
1472,Used Mitsubishi Lancer 2015,mitsubishi,2015,"160,000 KM",Automatic,Petrol,Red,N/A,"210,000"
1473,New Toyota Hilux 2023,mitsubishi,2023,0 KM,Manual,Diesel,White,2400,"99,500"
1474,Used Mitsubishi Lancer 2017,mitsubishi,2017,"14,000 KM",Automatic,Petrol,Gray,1600,"240,000"
1475,Used Mitsubishi Lancer 1.6L 2006,mitsubishi,2006,"200,000 KM",Manual,Petrol,Gold,1600,"140,000"
1476,Used Mitsubishi Lancer 2015,mitsubishi,2015,"110,000 KM",Automatic,Petrol,Gray,1600,"210,000"
1477,Used Mitsubishi Lancer 1.3L Manual 1998,mitsubishi,1998,"200,000 KM",Manual,Petrol,Blue,1300,"95,000"
1478,Used Mitsubishi L200 Single Cab 2007,mitsubishi,2007,"280,000 KM",Manual,Diesel,White,2400,"155,000"
1479,Used Mitsubishi Lancer 1.3L Manual 1992,mitsubishi,1992,"295,000 KM",Manual,Petrol,Pink,1300,"52,000"
1480,Used Mitsubishi Eclipse 2019,mitsubishi,2019,"4,000 KM",Automatic,Petrol,Gray,1500,"390,000"
1481,Used Mitsubishi Lancer 1.6L GLX 2009,mitsubishi,2009,1 KM,Automatic,Petrol,Gray,1600,"125,000"
1482,Used Mitsubishi Lancer 1.6L GLX 2007,mitsubishi,2007,"230,000 KM",Automatic,Petrol,Green,1600,"150,000"
1483,Used Mitsubishi Lancer 2017,mitsubishi,2017,"46,000 KM",Automatic,N/A,Gray,1600,"210,000"
1484,Used Abarth 124 Spider 2013,mitsubishi,2013,"117,000 KM",Automatic,Petrol,Silver,1600,"165,000"
1485,Used Mitsubishi Eclipse Cross 1.5T GLS (Mid Option) 2018,mitsubishi,2018,"45,000 KM",Automatic,Petrol,Gray,1499,"350,000"
1486,New Toyota Hilux 2023,mitsubishi,2023,0 KM,Manual,Diesel,White,2400,"99,500"
1487,Used Mitsubishi Lancer 1.6L 2010,mitsubishi,2010,"153,000 KM",Automatic,Petrol,Blue,1600,"170,000"
1488,Used Mitsubishi Lancer 1.6L 2016,mitsubishi,2016,"35,000 KM",Automatic,Petrol,Red,1600,"250,000"
1489,Used Mitsubishi Lancer 1.3L Manual 1999,mitsubishi,1999,"290,000 KM",Manual,Petrol,Green,1300,"85,000"
1490,Used Mitsubishi Lancer EX 2.0L GLX 2014,mitsubishi,2014,"37,000 KM",Automatic,Petrol,Silver,1600,"230,000"
1491,Used Mitsubishi Pajero GLS V6 1997,mitsubishi,1997,"180,000 KM",Automatic,Petrol,Silver,2972,"200,000"
1492,Used Mitsubishi Lancer 1.3L Automatic 2005,mitsubishi,2005,"318,000 KM",Automatic,Petrol,Silver,1300,"98,000"
1493,Used Mitsubishi Lancer 1999,mitsubishi,1999,"150,000 KM",Manual,Petrol,Blue,1600,"82,000"
1494,Used Mitsubishi Pajero 2009,mitsubishi,2009,"9,999 KM",N/A,N/A,Other,N/A,"450,000"
1495,Used Mitsubishi Lancer 1.6L 2007,mitsubishi,2007,"290,000 KM",Automatic,Petrol,Black,1600,"150,000"
1496,Used Mitsubishi Lancer 1999,mitsubishi,1999,"155,000 KM",Manual,Petrol,Blue,1600,"83,000"
1497,Used Mitsubishi Lancer 1.3L Automatic 2006,mitsubishi,2006,"200,000 KM",Automatic,Petrol,Gray,1300,"130,000"
1498,Used Mitsubishi Lancer 1.3L Manual 1999,mitsubishi,1999,"302,000 KM",Manual,Petrol,Red,1300,"73,000"
1499,New Toyota Hilux 2023,mitsubishi,2023,0 KM,Manual,Diesel,White,2400,"99,500"
1500,Used Mitsubishi Lancer 1.6L GLX 2013,mitsubishi,2013,115 KM,Automatic,Petrol,Blue,1600,"180,000"
1501,Used Mitsubishi Galant 2.4L 1981,mitsubishi,1981,"200,000 KM",Automatic,Petrol,Silver,1900,"30,000"
1502,Used Toyota Corolla 1.6L Smart 2023,toyota,2023,"5,000 KM",Automatic,Petrol,Gold,1600,"1,400,000"
1503,Used Toyota Land Cruiser Prado 4.0L GXR 2022,toyota,2022,"26,000 KM",Automatic,Petrol,White,4000,"5,700,000"
1504,Used Toyota Rush 2019,toyota,2019,"71,000 KM",CVT,Petrol,Silver,1500,"875,000"
1505,New Toyota Hilux 2023,toyota,2023,0 KM,Manual,Diesel,White,2400,"99,500"
1506,Used Toyota Corolla 1.6L Comfort Plus+ 2022,toyota,2022,"46,000 KM",CVT,Petrol,Gold,1600,"1,050,000"
1507,Used Toyota Corolla 2004,toyota,2004,"399,999 KM",N/A,N/A,Burgundy,N/A,"415,000"
1508,Used Toyota Corolla 1.5L GLI 2015,toyota,2015,"196,000 KM",Automatic,Petrol,Black,1600,"800,000"
1509,Used Toyota Corolla 2.0L XLI Plus 2021,toyota,2021,"55,000 KM",Automatic,Petrol,Gray,2000,"1,220,000"
1510,Used Toyota Hiace 2010,toyota,2010,"900,000 KM",Manual,Diesel,White,N/A,"700,000"
1511,Used Toyota Fortuner 2.4L GX1 Diesel 4X4 2013,toyota,2013,"130,000 KM",Automatic,Petrol,Black,2400,"1,000,000"
1512,Used Toyota Corolla 1.6L XLI (RB) 2013,toyota,2013,"390,000 KM",CVT,Petrol,Gold,1600,"600,000"
1513,Used Toyota Corolla 1.8L GLI Hybrid 2019,toyota,2019,"48,000 KM",Automatic,Petrol,Gray,1800,"875,000"
1514,Used Toyota Corolla 1.6L XLI (RB) 2018,toyota,2018,"80,000 KM",CVT,Petrol,White,1600,"900,000"
1515,Used Toyota Corolla 1.5L XLI 2008,toyota,2008,"160,100 KM",Automatic,Petrol,Gray,1600,"375,000"
1516,Used Toyota Belta 1.5L Smart 2022,toyota,2022,"30,000 KM",Automatic,Petrol,Black,1462,730
1517,Used Toyota Corolla 1.6L GLI 2015,toyota,2015,"95,000 KM",Automatic,Petrol,White,N/A,"790,000"
1518,New Toyota Hilux 2023,toyota,2023,0 KM,Manual,Diesel,White,2400,"99,500"
1519,Used Toyota Yaris 1.5L SE 2015,toyota,2015,"149,000 KM",Automatic,Petrol,Silver,1497,"550,000"
1520,Used Toyota Yaris 1.5L S (CVT) 2009,toyota,2009,"150,000 KM",Automatic,Petrol,Red,N/A,"370,000"
1521,Used Toyota Corolla 1.6L Smart 2022,toyota,2022,"49,000 KM",CVT,Petrol,Silver,1600,"1,250,000"
1522,Used Toyota Corolla 1.6L 2018,toyota,2018,"30,000 KM",Automatic,Petrol,White,1600,"1,000,000"
1523,Used Toyota Corolla 1.6L 2012,toyota,2012,"65,000 KM",Automatic,Petrol,Gray,1600,"800,000"
1524,Used Toyota Fortuner 2.7L 2013,toyota,2013,"154,000 KM",Automatic,Petrol,Gray,2700,"1,200,000"
1525,Used Toyota Belta 1.5L Smart 2022,toyota,2022,"43,000 KM",Automatic,Petrol,White,1462,"835,000"
1526,Used Toyota Corolla 1.6L 2019,toyota,2019,"3,999 KM",Automatic,Petrol,White,1600,"1,100,000"
1527,Used Toyota Corolla 2008,toyota,2008,"150,000 KM",Automatic,N/A,Black,N/A,"360,000"
1528,New Toyota Land Cruiser 5 Door 4.0L 2022,toyota,2022,0 KM,Automatic,Petrol,White,4000,"8,000,000"
1529,Used Toyota Corolla 1.6L 2015,toyota,2015,"118,000 KM",Automatic,Petrol,White,1600,"750,000"
1530,Used Toyota Corolla 2021,toyota,2021,"92,000 KM",Automatic,Petrol,Gray,1600,"1,150,000"
1531,New Toyota Hilux 2023,toyota,2023,0 KM,Manual,Diesel,White,2400,"99,500"
1532,Used Toyota Fortuner 2020,toyota,2020,"80,000 KM",Automatic,Petrol,White,2000,"2,650,000"
1533,Used Toyota Avanza G 1.5L 2008,toyota,2008,"170,000 KM",Automatic,Petrol,Beige,1500,"390,000"
1534,Used Toyota Corolla 1.6L 2019,toyota,2019,"25,000 KM",Automatic,Petrol,Red,1600,"870,000"
1535,Used Toyota Yaris 2020,toyota,2020,"18,625 KM",Automatic,Petrol,Brown,1500,"750,000"
1536,Used Toyota Corolla 1.6L 2021,toyota,2021,"24,000 KM",CVT,Petrol,Silver,1600,"1,050,000"
1537,Used Toyota Corolla 1.6L 2021,toyota,2021,"24,000 KM",CVT,Petrol,Silver,1600,"1,050,000"
1538,Used Toyota Corolla 1.6L 2021,toyota,2021,"92,000 KM",Automatic,Petrol,Black,1600,"950,000"
1539,Used Toyota Corolla 1.6L 2015,toyota,2015,"120,000 KM",Automatic,Petrol,White,1600,"630,000"
1540,Used Toyota Yaris Sedan 1.3L 2007,toyota,2007,"168,000 KM",Automatic,Petrol,Teal,1300,"255,000"
1541,Used Toyota Corolla 1.6L 2022,toyota,2022,"150,000 KM",Automatic,Petrol,Black,1600,"650,000"
1542,Used Toyota Yaris Sedan 1.3L 2007,toyota,2007,"167,000 KM",Automatic,Petrol,Turqoise,1300,"270,000"
1543,Used Toyota Corolla 1.6L 2002,toyota,2002,"200,000 KM",Manual,Petrol,Silver,1600,"375,000"
1544,New Toyota Hilux 2023,toyota,2023,0 KM,Manual,Diesel,White,2400,"99,500"
1545,Used Toyota Land Cruiser 5 Door 4.0L 2014,toyota,2014,"130,000 KM",Manual,Petrol,Black,4000,"2,900,000"
1546,Used Toyota Yaris Sedan 1.3L 2015,toyota,2015,"85,000 KM",Automatic,Petrol,Brown,1600,"485,000"
1547,Used Toyota Land Cruiser 2002,toyota,2002,"500,000 KM",Automatic,Petrol,Silver,N/A,"600,000"
1548,Used Toyota Belta 1.5L Active 2022,toyota,2022,"2,000 KM",Automatic,Petrol,Gray,1500,"540,000"
1549,Used Toyota Corolla 2002,toyota,2002,"165,000 KM",Automatic,Petrol,Blue,1298,"280,000"
1550,Used Toyota Corolla 1.5L GLI 1999,toyota,1999,"140,000 KM",Manual,Petrol,Red,1500,"110,000"
1551,Used Toyota Corolla 1.6L Smart w/ Sunroof 2021,toyota,2021,"40,000 KM",CVT,Petrol,White,1600,"865,000"
1552,Used Toyota Corolla 1.6L Active Plus+ 2022,toyota,2022,"20,000 KM",Automatic,Petrol,Silver,1600,"720,000"
1553,Used Toyota Avensis 2022,toyota,2022,"11,000 KM",Automatic,Petrol,Gray,1800,"900,000"
1554,Used Toyota Corolla 2016,toyota,2016,"175,000 KM",Automatic,Petrol,White,1600,"800,000"
1555,Used Toyota Corolla 1.6L GR 2012,toyota,2012,"125,000 KM",Automatic,Petrol,White,1600,"510,000"
1556,Used Toyota Yaris Sedan 1.3 S 2014,toyota,2014,"130,000 KM",Automatic,Petrol,Blue,1300,"330,000"
1557,New Toyota Hilux 2023,toyota,2023,0 KM,Manual,Diesel,White,2400,"99,500"
1558,Used Toyota Fortuner 4.0L GXR 2015,toyota,2015,"240,000 KM",Automatic,Petrol,Silver,4000,"800,000"
1559,Used Toyota Corolla 1.6L Active 2020,toyota,2020,"30,000 KM",Automatic,Petrol,White,1600,"650,000"
1560,Used Toyota Corolla 1993,toyota,1993,"190,000 KM",Manual,Petrol,Red,1300,"100,000"
1561,Used Toyota Yaris Sedan 1.3 SE 2009,toyota,2009,"309,000 KM",Automatic,Petrol,Silver,1300,"225,000"
1562,Used Toyota Belta 1.5L Smart 2022,toyota,2022,"15,000 KM",Automatic,Petrol,Black,1462,"465,000"
1563,Used Toyota C-HR 1.2T Dynamic 2021,toyota,2021,"2,000 KM",CVT,Petrol,Gray,1197,"850,000"
1564,Used Toyota Hilux 2.0L Single Cab 4x2 (Top Spec) 1984,toyota,1984,"200,000 KM",Automatic,Petrol,Blue,2400,"100,000"
1565,Used Toyota C-HR 2019,toyota,2019,"57,000 KM",CVT,Petrol,Silver,1200,"1,100,000"
1566,Used Toyota Corolla 1.6L Standard 1993,toyota,1993,"170,000 KM",CVT,Petrol,Beige,1600,"160,000"
1567,Used Toyota Corolla 1.6L Smart 2009,toyota,2009,"160,000 KM",CVT,Petrol,Black,1600,"238,000"
1568,Used Toyota Corolla 1.6L GR 1998,toyota,1998,"190,000 KM",Manual,Petrol,Purple,1300,"95,000"
1569,Used Toyota Corolla 1.8L Comfort 1993,toyota,1993,"220,000 KM",Manual,Petrol,Other,1800,"140,000"
1570,New Toyota Hilux 2023,toyota,2023,0 KM,Manual,Diesel,White,2400,"99,500"
1571,Used Toyota Corolla 2005,toyota,2005,"142,000 KM",Manual,Petrol,White,1300,"285,000"
1572,Used Toyota Corolla 1.6L Active 2021,toyota,2021,"28,500 KM",CVT,Petrol,Black,1600,"620,000"
1573,Used Toyota Corolla 2019,toyota,2019,"50,000 KM",Automatic,Petrol,Silver,1600,600
1574,Used Toyota Corolla 1.6 SE 2014,toyota,2014,"295,000 KM",Automatic,Petrol,Gray,1600,"370,000"
1575,Used Toyota Corolla 1.6L GR 2009,toyota,2009,"90,000 KM",Automatic,Petrol,Black,1600,"305,000"
1576,Used Toyota Auris 1.6 Mid 2017,toyota,2017,"71,456 KM",Automatic,Petrol,Silver,1600,"500,000"
1577,Used Toyota Corolla 1.6L Smart w/ Sunroof 2021,toyota,2021,"50,000 KM",CVT,Petrol,Black,1600,"600,001"
1578,Used Toyota Corolla 2015,toyota,2015,"236,000 KM",Automatic,Petrol,White,1600,"380,000"
1579,Used Toyota Yaris 2015,toyota,2015,"120,000 KM",Automatic,Petrol,Gray,N/A,"310,000"
1580,Used Toyota Land Cruiser Prado 2009,toyota,2009,"80,000 KM",Manual,Petrol,Black,2000,"189,999"
1581,Used Toyota Land Cruiser Prado 2009,toyota,2009,"80,000 KM",Manual,Petrol,Black,2000,"160,000"
1582,Used Toyota Corolla 1.6L GR 2009,toyota,2009,"165,000 KM",Automatic,Petrol,Red,1600,"265,000"
1583,New Toyota Hilux 2023,toyota,2023,0 KM,Manual,Diesel,White,2400,"99,500"
1584,Used Toyota Yaris 2009,toyota,2009,"200,000 KM",Manual,Petrol,Red,1300,"180,000"
1585,Used Toyota Corolla 2013,toyota,2013,"146,000 KM",Automatic,Petrol,Red,N/A,"325,000"
1586,Used Toyota Corolla 2007,toyota,2007,"200,000 KM",Manual,N/A,Beige,1300,"240,000"
1587,Used Toyota Corolla 1.5L XLI 2001,toyota,2001,"301,000 KM",Automatic,Petrol,Gold,1500,"180,000"
1588,Used Toyota Corolla 1.5L XLI 2013,toyota,2013,"265,000 KM",CVT,Petrol,Black,1600,"300,000"
1589,Used Toyota Corolla 2019,toyota,2019,"75,000 KM",Automatic,Petrol,Gray,1600,"400,000"
1590,Used Toyota Hilux 2017,toyota,2017,108 KM,Manual,Petrol,White,2700,"4,000,000"
1591,Used Toyota Land Cruiser Prado 2.7L GXR 2008,toyota,2008,"100,000 KM",Manual,Petrol,Black,2700,"320,000"
1592,Used Toyota Corolla 2019,toyota,2019,"70,000 KM",Automatic,Petrol,Brown,1600,"380,000"
1593,New Toyota Corolla 1.6L Active 2021,toyota,2021,"26,000 KM",CVT,Petrol,Red,1600,"350,000"
1594,Used Toyota Yaris 1.3L SE 2008,toyota,2008,"107,000 KM",Automatic,Petrol,Black,1300,"158,000"
1595,New Toyota Corolla 1.6L Active 2022,toyota,2022,0 KM,Automatic,Petrol,Red,1600,"361,997"
1596,New Toyota Hilux 2023,toyota,2023,0 KM,Manual,Diesel,White,2400,"99,500"
1597,Used Toyota Corolla 1.6L Smart 2022,toyota,2022,600 KM,CVT,Petrol,Gray,1600,"430,000"
1598,Used Toyota Corolla 1992,toyota,1992,"320,000 KM",Manual,N/A,Red,1300,"75,000"
1599,Used Toyota Yaris Sedan 1.3L Standard (M/T) 2007,toyota,2007,260 KM,Automatic,Petrol,Blue,1500,"105,000"
1600,Used Toyota Corolla 1998,toyota,1998,"20,000 KM",Manual,Petrol,Blue,1300,"70,000"
1601,Used Toyota Corolla 1998,toyota,1998,"20,000 KM",Manual,Petrol,Blue,13000,"70,000"
1602,Used Toyota Corolla 1.6L Smart 2009,toyota,2009,"113,999 KM",Automatic,Petrol,Green,1600,"160,000"
1603,New Toyota Land Cruiser Prado 3.0L TXL (Diesel) 2006,toyota,2006,"572,000 KM",Manual,Diesel,Brown,2982,"350,000"
1604,Used Toyota Hilux 2011,toyota,2011,"200,000 KM",Manual,Diesel,Silver,N/A,"700,000"
1605,Used Toyota Corolla 1.6L Standard 2007,toyota,2007,"180,000 KM",Automatic,Petrol,Black,1600,"165,000"
1606,Used Toyota Corolla 1.6L Standard 2013,toyota,2013,"90,000 KM",Automatic,Petrol,Green,1600,"180,000"
1607,Used Toyota Yaris 1.3L SE 2008,toyota,2008,"198,000 KM",Manual,Petrol,White,1296,"135,000"
1608,Used Toyota Corolla 1999,toyota,1999,"450,000 KM",Automatic,Petrol,Beige,N/A,"85,000"
1609,New Toyota Hilux 2023,toyota,2023,0 KM,Manual,Diesel,White,2400,"99,500"
1610,Used Toyota Corolla 1.6 SE 2015,toyota,2015,"123,000 KM",Automatic,Petrol,Gray,1600,"255,000"
1611,Used Toyota Land Cruiser Prado 4.0L VXL 2006,toyota,2006,"300,000 KM",Manual,Petrol,Gray,2700,"300,000"
1612,Used Toyota Corolla 2008,toyota,2008,"103,500 KM",Manual,Petrol,Gray,N/A,"160,000"
1613,New Toyota Avensis 2015,toyota,2015,"105,000 KM",Automatic,Petrol,Gray,1500,"240,000"
1614,Used Toyota Corolla 1983,toyota,1983,"150,000 KM",Manual,Petrol,Other,1300,"39,000"
1615,Used Toyota Yaris Sedan 1.3L 2008,toyota,2008,"200,000 KM",Automatic,Petrol,Gray,1300,"145,000"
1616,Used Toyota Corolla 1.6L Smart 2010,toyota,2010,"222,000 KM",CVT,Petrol,Red,1600,"179,000"
1617,Used Toyota Corolla 1.6L Standard 2008,toyota,2008,"128,000 KM",Manual,Petrol,Green,1600,"157,000"
1618,Used Toyota Cressida 1981,toyota,1981,"52,559 KM",Manual,Petrol,Beige,2000,"350,003"
1619,Used Toyota Corolla 1.6L Standard 2013,toyota,2013,"70,000 KM",Automatic,Petrol,Beige,1600,"235,000"
1620,Used Toyota Corolla 1.6L Smart 2010,toyota,2010,"151,000 KM",Automatic,Petrol,Silver,1600,"205,000"
1621,Used Toyota Corolla 1999,toyota,1999,"9,999 KM",N/A,Petrol,Blue,N/A,"80,000"
1622,New Toyota Hilux 2023,toyota,2023,0 KM,Manual,Diesel,White,2400,"99,500"
1623,Used Toyota Corolla 1999,toyota,1999,"9,999 KM",N/A,Petrol,Blue,N/A,"80,000"
1624,Used Toyota Hilux 2.0 Single Cab 4x2 M/T Base 2006,toyota,2006,"787,090 KM",Manual,Petrol,Other,2000,"200,000"
1625,Used Toyota Corolla 1.6L Elegance 2010,toyota,2010,"91,000 KM",Automatic,Petrol,Black,1600,"210,000"
1626,Used Toyota Yaris 1.3L SE 2008,toyota,2008,"275,000 KM",Automatic,Petrol,Red,1296,"135,000"
1627,Used Toyota Yaris 1.3L SE 2006,toyota,2006,"184,000 KM",Automatic,Petrol,Blue,1296,"105,000"
1628,Used Toyota Corolla 1.6L Comfort Plus+ 1994,toyota,1994,"160,000 KM",Automatic,Petrol,Silver,1600,"110,000"
1629,Used Toyota Yaris 2009,toyota,2009,"70,000 KM",Automatic,Petrol,Green,1300,"150,000"
